Symbol,Date,Open,High,Low,Close,Volume
AAME,05-May-2011,2.06,2.07,2,2.04,13100
AAON,05-May-2011,9.1467,9.7778,9.1467,9.5111,78500
AAPL,05-May-2011,12.4436,12.5339,12.3589,12.3839,12009300
AAWW,05-May-2011,62.48,63.37,62.33,63.17,440100
AAXJ,05-May-2011,62.98,63.38,62.64,62.98,487300
ABCB,05-May-2011,9.37,9.5,9.17,9.27,279900
ABIO,05-May-2011,1496.88,1534.68,1428.84,1451.52,379800
ABMD,05-May-2011,16.42,17.08,16.33,16.63,156400
ACAD,05-May-2011,2.25,2.54,2.18,2.25,1489200
ACET,05-May-2011,7.3,7.83,7.15,7.65,148900
ACGL,05-May-2011,11.3767,11.4056,11.2222,11.23,235700
ACIW,05-May-2011,10.15,10.5433,10.15,10.3033,79000
ACLS,05-May-2011,7.88,8.12,7.68,7.76,2482400
ACMR,05-May-2011,2.64,2.67,2.59,2.6,15900
ACNB,05-May-2011,15.15,15.15,15.15,15.15,400
ACOR,05-May-2011,25.9,26.27,23.86,23.93,2666400
ACRX,05-May-2011,3.29,3.3,3.29,3.3,200
ACTG,05-May-2011,38.3,39.62,37.71,38.42,462900
ACWI,05-May-2011,49.36,49.55,48.88,49.08,455900
ACWX,05-May-2011,46.06,46.25,45.58,45.78,71400
ADBE,05-May-2011,33.12,33.39,32.75,32.94,3472200
ADES,05-May-2011,5.33,5.33,5.065,5.175,42300
ADI,05-May-2011,40.22,41,40.21,40.34,2047900
ADP,05-May-2011,47.533,47.533,46.7339,47.0062,3400000
ADRE,05-May-2011,46.25,46.53,45.8,46.17,64000
ADSK,05-May-2011,43.66,44.11,43.19,43.43,2726600
ADTN,05-May-2011,40.04,41.61,40.04,41.45,1067100
ADUS,05-May-2011,5.76,5.88,5.52,5.73,32400
AEHR,05-May-2011,1.5,1.5,1.42,1.47,47700
AEIS,05-May-2011,14.59,14.92,14.41,14.78,944900
AEY,05-May-2011,3.11,3.18,3.1,3.1,17000
AEZS,05-May-2011,1356,1362,1278,1290,3004000
AGEN,05-May-2011,0.92,0.92,0.88,0.89,266500
AGNC,05-May-2011,29.25,29.57,29.17,29.46,2797000
AGYS,05-May-2011,4.86,5.26,4.82,4.97,102700
AHPI,05-May-2011,4.29,4.29,4.17,4.17,1800
AIMC,05-May-2011,24.98,25.46,24.47,24.9,137200
AINV,05-May-2011,34.53,34.59,33.9,34.14,1359600
AIRT,05-May-2011,9.5,9.5,9.44,9.5,1200
AKAM,05-May-2011,33.94,35.83,33.9,35.17,12117800
ALCO,05-May-2011,25.16,25.51,24.75,25.03,18200
ALGN,05-May-2011,23.99,23.99,23.09,23.18,624700
ALGT,05-May-2011,44.73,47.42,44.72,46.68,278700
ALIM,05-May-2011,8.13,8.61,8,8.43,50300
ALKS,05-May-2011,13.75,14.32,13.68,14.11,494000
ALLT,05-May-2011,15.2,15.26,14.34,14.52,145200
ALNY,05-May-2011,9.53,9.71,9.38,9.56,380900
ALOT,05-May-2011,7.8,7.8,7.76,7.76,1100
ALRN,05-May-2011,2,2.12,2,2.09,4400
ALTR,05-May-2011,47.15,48.64,46.9,48,4517100
ALVR,05-May-2011,16.5,16.6,16,16.2,211100
AMAT,05-May-2011,15.01,15.28,14.82,14.96,25253700
AMD,05-May-2011,8.7,8.99,8.67,8.87,14697600
AMED,05-May-2011,32.99,33.65,32.65,33.1,229900
AMGN,05-May-2011,57.57,57.85,57.28,57.42,7190000
AMKR,05-May-2011,6.52,6.76,6.41,6.5,1550000
AMNB,05-May-2011,21.9,21.96,20.75,20.85,8100
AMOT,05-May-2011,7.18,7.7,7.18,7.3,2500
AMPL,05-May-2011,23.6,24.6,23.6,24,11200
AMRN,05-May-2011,15.5,15.88,15.36,15.46,2317300
AMRS,05-May-2011,390,391.8,380.55,386.25,141700
AMSC,05-May-2011,115.2,124.1,114.3,122.5,2395700
AMSF,05-May-2011,22.39,22.44,22.2,22.25,46100
AMSWA,05-May-2011,7.17,7.34,7,7.05,66800
AMWD,05-May-2011,19.6,19.7,19.5,19.5,12800
AMZN,05-May-2011,198.5,201,196.12,197.11,4638200
ANAT,05-May-2011,78.92,79.28,78.8,78.88,19900
ANDE,05-May-2011,30.72,31.1133,29.4667,30.3733,346700
ANGN,05-May-2011,4.78,4.8,4.7,4.7,1800
ANGO,05-May-2011,15.26,15.66,15.21,15.25,67400
ANIK,05-May-2011,7.59,7.74,7.12,7.37,386200
ANSS,05-May-2011,53,55.6,53,53.64,744300
AOSL,05-May-2011,13.39,13.84,13.37,13.56,58800
APAC,05-May-2011,5.57,5.64,5.5,5.53,156900
APEI,05-May-2011,42.36,43.8,41.7,43.2,90000
APOG,05-May-2011,13.75,14.08,13.75,13.85,129100
APWC,05-May-2011,5.7,5.7,5.03,5.33,3700
ARAY,05-May-2011,8.87,8.97,8.42,8.9,618300
ARCC,05-May-2011,16.95,17.07,16.82,16.93,2042400
ARKR,05-May-2011,15.9,16.37,15.9,16.15,2400
ARLP,05-May-2011,37.375,37.375,35.355,36.11,279700
ARNA,05-May-2011,13.4,13.5,12.8,12.9,1461000
AROW,05-May-2011,23.59,24.03,23.35,23.48,20100
ARRY,05-May-2011,2.75,2.77,2.64,2.64,423500
ARTNA,05-May-2011,19.08,19.19,18.89,18.89,14100
ARTW,05-May-2011,8.35,8.57,8.24,8.24,11600
ARWR,05-May-2011,0.61,0.61,0.57,0.58,86800
ASML,05-May-2011,41.31,41.5,40.74,41.12,3152600
ASPS,05-May-2011,32.36,32.53,31.89,32.28,73100
ASRV,05-May-2011,2.34,2.4,2.32,2.37,13400
ASTC,05-May-2011,1.03,1.04,1.03,1.03,12800
ASTE,05-May-2011,36.5,37.46,36.06,36.52,101900
ASUR,05-May-2011,1.5733,1.6,1.56,1.6,2100
ASYS,05-May-2011,19.77,20.36,19.57,19.89,297100
ATAI,05-May-2011,7.83,8,7.81,8,4500
ATAX,05-May-2011,5.65,5.7,5.61,5.67,58200
ATEC,05-May-2011,35.64,37.08,34.92,35.4,518600
ATHX,05-May-2011,2.92,2.92,2.87,2.89,84800
ATLO,05-May-2011,17.24,17.24,16.65,16.79,15500
ATNI,05-May-2011,37.91,38.7,37.75,38.07,51700
ATRC,05-May-2011,12.45,13.55,12.25,13.34,49600
ATRI,05-May-2011,165.76,167.23,165.76,167,1100
ATRO,05-May-2011,20.2083,21.4417,19.8583,21,27900
ATSG,05-May-2011,7.56,7.71,7.51,7.6,308700
ATVI,05-May-2011,11.2,11.35,11.13,11.26,6432100
AUBN,05-May-2011,19.75,19.75,19.75,19.75,0
AUDC,05-May-2011,5.88,5.95,5.8,5.8,97500
AVAV,05-May-2011,28.9,29.43,28.44,28.64,184500
AVEO,05-May-2011,150.8,154.1,148.5,149.8,157800
AVGO,05-May-2011,32.26,33.4,32.08,33.24,818900
AVID,05-May-2011,17.57,17.83,17.2,17.35,104300
AVNW,05-May-2011,57.84,58.32,56.76,56.88,311700
AWRE,05-May-2011,3.25,3.33,3.25,3.33,2000
AXTI,05-May-2011,7.84,8.04,7.7,7.92,913000
AZPN,05-May-2011,14.77,15.64,14.77,15.44,3013600
BANF,05-May-2011,39.65,40.2,39.3,40,38500
BANFP,05-May-2011,27.9,27.9,27,27,1300
BANR,05-May-2011,18.76,18.83,18.34,18.48,729000
BBBY,05-May-2011,55.38,56.5,55.17,55.74,2041400
BBGI,05-May-2011,5.75,6.1,5.75,5.9,6600
BBSI,05-May-2011,15.67,15.87,15.26,15.32,18800
